Trondheim N3031;Leangen 2024;Trondheim 2023;Trondheim ekstrem
6.33;2.80;1.80;0.80
6.38;3.00;1.60;0.60
6.23;3.70;1.90;0.30
6.63;4.60;2.40;0.80
7.68;5.50;3.90;1.00
8.08;6.50;4.20;1.40
8.68;7.40;6.10;2.60
9.68;8.20;5.10;3.60
10.58;8.90;4.20;3.40
11.33;9.40;5.80;5.00
11.88;9.70;5.90;4.90
11.83;9.90;6.00;4.10
12.03;9.90;6.90;4.90
11.78;9.70;6.10;4.50
11.18;9.20;5.90;3.30
10.03;8.60;5.80;2.30
8.98;7.80;4.80;2.20
8.28;7.10;3.90;2.00
7.73;6.30;3.70;0.70
7.53;5.40;3.40;1.10
6.88;4.60;2.20;0.90
6.28;4.00;2.30;0.90
6.73;3.40;2.20;1.00
6.23;2.80;1.80;0.80
5.28;2.80;1.30;0.60
5.08;3.10;2.00;0.50
5.68;3.70;2.20;0.70
7.48;4.60;2.70;0.40
9.83;5.70;2.80;0.20
10.78;6.90;3.40;1.10
12.13;8.10;3.90;1.20
14.58;9.00;0.90;2.10
16.78;9.80;3.90;2.80
16.33;10.40;4.90;1.90
16.78;11.00;5.60;2.90
11.53;11.20;3.30;1.10
10.78;11.30;5.60;2.70
11.18;11.10;3.20;2.90
10.53;10.80;3.50;1.10
8.78;10.20;3.20;0.50
7.98;9.40;2.50;0.40
7.33;8.70;1.60;0.30
7.23;7.60;1.10;0.00
7.38;6.60;0.60;-0.20
6.88;5.60;0.10;-0.40
6.68;5.00;0.20;-0.70
6.53;4.30;-0.50;-0.50
6.33;3.60;0.20;-0.70
6.13;3.70;-0.70;-0.80
6.28;3.90;-0.80;-1.00
6.43;3.80;-0.60;-0.70
6.88;4.00;0.90;0.50
8.43;4.40;2.00;0.80
9.33;4.70;3.70;2.00
9.88;5.70;4.70;2.80
11.88;6.10;3.50;3.20
14.13;6.70;5.40;3.30
14.58;7.50;6.10;3.00
14.13;8.20;6.10;3.50
14.68;9.30;6.00;1.50
15.33;9.90;6.40;3.20
14.18;10.20;6.20;2.70
14.08;10.40;6.20;3.00
13.18;10.20;5.60;1.90
12.98;9.80;4.80;2.70
12.58;9.20;2.60;1.90
12.08;8.50;1.90;1.10
12.08;7.70;2.30;1.20
11.98;6.90;0.30;1.40
12.03;6.00;0.70;1.30
12.33;5.10;-0.50;1.20
12.43;4.10;-1.50;1.00
12.63;4.00;-2.00;1.10
12.38;4.40;-0.90;1.10
12.23;5.00;0.30;1.30
12.73;5.90;2.30;2.00
14.93;6.90;4.50;3.00
16.38;8.00;6.00;3.80
17.38;8.90;7.40;4.70
16.43;9.80;7.80;5.00
15.93;10.60;8.60;5.20
15.78;11.10;9.80;4.80
15.43;11.40;10.60;5.10
15.78;11.60;10.00;4.90
17.18;11.70;10.90;4.80
18.78;11.60;10.20;4.80
18.38;11.20;9.80;5.20
17.38;10.60;9.10;4.60
17.58;9.90;6.90;4.10
16.98;9.20;5.40;3.80
16.83;8.20;5.00;3.00
16.68;7.20;4.40;2.60
16.08;6.20;2.90;0.90
15.13;5.60;2.30;0.10
13.93;5.00;1.30;-0.10
12.58;4.40;0.90;-0.60
12.18;4.40;0.80;-1.40
12.03;4.80;1.20;-0.30
12.83;5.40;2.50;1.70
14.83;6.20;3.20;2.40
16.38;7.10;5.90;3.30
17.48;8.00;7.30;4.80
19.03;9.00;7.90;5.80
20.93;10.20;9.30;6.50
21.88;11.20;9.60;7.80
23.58;12.00;9.80;8.90
24.88;12.50;10.80;9.60
24.98;12.80;11.40;10.60
24.63;12.90;11.50;10.60
24.68;12.80;11.80;10.30
23.48;12.30;12.10;10.10
22.13;11.70;12.00;10.10
22.08;11.00;9.50;9.30
20.83;10.30;7.60;7.60
19.73;9.00;5.50;7.00
19.98;7.70;4.50;6.40
19.18;6.40;5.70;5.80
18.03;5.20;2.50;3.10
17.03;4.10;2.30;2.70
15.53;3.00;1.40;2.80
13.68;3.10;2.10;2.20
13.03;3.30;1.20;2.20
14.03;3.60;2.50;5.60
14.78;3.90;3.80;6.20
15.98;4.20;6.20;8.00
17.18;4.90;8.70;9.70
18.38;5.20;8.50;9.80
19.53;5.20;9.00;9.30
19.88;6.10;11.70;9.20
20.08;7.30;11.40;9.70
20.23;8.10;13.40;10.90
20.68;8.80;12.70;11.80
20.28;9.40;13.10;11.90
20.43;9.40;13.00;11.70
20.28;8.90;12.20;11.60
19.43;9.00;12.40;11.90
17.98;8.60;9.70;10.70
16.38;8.10;9.00;8.40
15.43;6.60;7.10;6.80
14.33;5.20;6.70;6.30
13.53;3.70;5.90;5.70
13.08;2.00;4.70;4.80
12.63;0.30;4.10;3.30
12.23;-1.40;5.50;3.30
11.88;-1.40;3.40;2.60
12.38;-0.90;4.50;2.40
13.03;-0.10;8.00;3.90
14.33;1.10;10.20;4.80
16.03;2.30;10.50;6.10
17.13;3.70;11.80;6.90
18.18;5.00;13.00;7.40
19.18;6.20;12.20;6.50
19.78;7.30;14.80;6.00
20.48;8.10;14.00;6.70
20.58;8.70;13.60;6.20
21.43;9.10;15.70;5.00
21.23;9.30;16.00;4.90
21.18;9.20;16.10;6.00
20.58;8.70;15.30;5.20
19.53;8.00;14.60;5.10
18.33;7.00;13.70;3.80
16.83;6.00;12.80;3.60
15.78;4.80;12.00;3.60
14.73;3.50;11.40;3.00
13.98;2.30;11.30;1.70
13.43;1.60;11.30;1.10
13.03;0.90;11.20;1.20
12.43;0.20;10.60;-0.20
12.08;0.30;10.60;-0.30
12.33;0.80;11.30;-0.40
13.08;1.70;11.50;0.20
14.63;2.50;11.80;2.50
15.68;2.60;12.20;3.70
17.13;3.50;13.40;4.20
18.43;5.00;14.00;5.00
19.13;6.00;14.20;6.70
19.83;6.40;15.10;6.70
19.88;6.80;15.30;7.30
19.33;6.90;16.20;8.20
19.08;6.50;17.40;7.70
18.23;6.20;15.90;7.40
16.78;5.50;14.30;8.00
15.83;4.90;13.00;6.60
14.03;4.30;12.20;4.10
11.58;3.70;11.60;3.40
9.63;3.40;11.70;2.90
8.68;2.70;12.00;2.50
7.98;2.00;12.10;2.10
7.63;1.30;12.20;2.00
7.28;0.60;12.10;2.00
7.23;-0.10;11.90;1.80
7.38;-0.90;12.20;1.30
7.48;-0.90;12.30;0.70
8.03;-0.40;11.90;0.40
8.58;0.10;12.20;0.30
9.33;0.60;12.60;0.50
9.83;1.20;13.80;1.10
10.53;2.00;14.30;2.10
11.33;3.00;14.20;2.60
11.63;3.70;14.70;3.10
12.18;4.40;16.20;2.90
12.28;5.10;16.40;2.20
11.33;5.60;17.00;1.90
11.08;5.90;16.60;2.20
11.13;6.20;16.10;3.20
10.48;6.40;16.40;3.60
9.93;6.40;16.50;3.70
9.23;6.10;15.80;3.20
7.98;5.50;13.70;3.30
6.93;4.80;11.80;2.80
6.18;4.00;10.70;2.20
5.68;3.20;9.00;2.10
5.08;2.30;8.30;1.60
4.73;1.80;8.20;1.50
4.48;1.30;6.00;1.50
4.03;0.70;6.00;1.40
3.73;0.70;5.60;1.30
4.63;1.30;7.60;1.50
5.43;2.30;8.20;2.30
6.23;3.50;8.40;2.90
6.68;4.80;9.40;3.80
7.58;6.20;12.10;4.90
8.23;7.60;12.50;6.30
8.23;8.90;13.90;7.20
9.18;8.70;15.10;8.50
9.68;8.60;17.30;7.50
9.78;8.80;16.90;7.90
9.78;8.50;16.00;8.80
9.83;8.10;15.00;8.60
9.48;7.60;14.60;8.30
9.08;7.10;14.90;8.10
8.33;6.50;12.70;9.10
8.08;5.80;12.20;8.70
7.38;5.10;11.10;6.90
6.58;3.80;10.90;5.20
5.23;2.40;10.70;5.30
4.58;1.00;10.30;4.70
4.48;0.00;10.30;2.80
3.88;-1.20;9.80;3.80
3.13;-2.30;9.80;3.60
2.68;-2.40;9.40;2.40
2.63;-1.90;9.40;2.30
3.63;-1.40;10.20;5.10
4.58;-0.50;10.10;5.80
5.98;0.50;10.20;7.10
6.88;1.60;10.60;7.80
7.78;2.60;10.70;9.20
8.73;3.50;11.30;8.60
9.23;4.20;12.10;8.80
9.58;4.70;14.00;10.30
10.18;5.10;13.30;10.90
10.23;5.50;12.60;10.10
9.48;5.60;12.40;11.10
9.63;5.50;12.70;11.50
8.93;5.20;12.70;11.00
7.98;4.60;12.40;9.60
7.68;3.80;12.00;9.00
6.58;3.00;11.20;7.10
5.83;2.00;10.50;5.10
4.88;1.00;10.10;5.10
4.28;0.10;9.10;4.20
4.03;-0.10;8.80;3.80
3.28;-0.30;7.60;2.50
2.98;-0.50;6.30;2.70
2.93;-0.50;7.50;1.80
2.63;0.30;7.00;1.80
3.03;1.30;7.60;4.90
3.98;2.60;9.40;5.40
5.53;3.90;10.80;5.90
6.58;5.20;11.50;6.80
7.73;6.50;12.20;8.40
10.33;7.70;13.50;8.50
11.38;7.70;14.90;8.40
11.63;7.80;15.60;9.20
12.38;7.70;16.50;10.90
12.58;7.50;16.90;11.20
9.53;7.20;17.40;11.00
7.83;6.80;17.40;11.20
6.83;6.20;16.60;10.60
6.23;5.50;15.70;10.50
5.63;4.80;14.60;10.70
5.43;4.10;12.90;8.40
5.18;3.40;11.50;7.30
5.03;2.00;9.50;7.20
4.98;0.60;8.40;6.90
4.93;-0.30;8.10;7.00
4.28;-1.30;7.00;6.90
4.08;-2.30;7.80;6.70
4.48;-2.40;6.90;6.40
4.58;-1.80;7.80;6.50
4.98;-1.10;9.50;7.10
5.33;-0.20;11.10;8.40
6.23;0.80;13.90;9.30
7.28;1.90;13.60;10.30
8.08;3.00;15.10;11.10
8.18;3.90;16.20;11.30
7.18;4.90;17.60;11.20
7.13;5.60;19.00;10.80
7.28;6.10;20.30;10.90
8.13;6.40;20.70;10.20
8.23;6.50;20.70;10.00
7.88;6.40;19.90;10.20
7.38;5.90;19.30;10.10
6.98;5.30;19.00;9.80
6.63;4.40;17.80;9.70
6.33;3.50;16.30;9.60
6.33;2.60;15.00;9.50
5.98;2.50;13.90;9.60
5.78;2.30;13.90;9.30
5.43;3.10;13.30;9.40
5.63;4.00;13.10;9.10
5.73;4.80;12.90;9.10
5.78;4.80;12.50;9.00
5.68;5.00;12.40;8.90
5.88;5.40;13.10;9.00
6.53;5.90;13.80;10.50
5.03;6.40;14.40;10.50
3.73;7.00;15.30;11.80
3.53;7.40;12.70;12.10
4.43;7.80;12.60;11.40
4.98;8.20;12.90;12.10
5.43;8.50;13.20;12.00
5.88;8.90;11.60;13.60
6.63;9.10;11.20;15.00
7.83;9.00;10.90;14.00
7.78;9.30;10.30;13.60
7.68;9.20;10.20;14.50
7.38;9.00;9.70;14.10
7.08;8.60;9.30;12.90
6.38;8.30;9.00;12.80
5.63;7.90;8.90;11.80
4.88;6.70;8.40;11.20
4.18;5.50;8.00;10.10
3.63;4.30;8.00;11.70
3.63;3.10;7.80;11.30
3.28;1.80;7.60;8.90
3.13;1.90;7.60;10.20
3.28;2.70;7.30;9.20
3.98;3.50;6.60;11.60
5.03;4.20;6.50;13.00
6.03;4.70;6.80;13.70
6.73;5.10;7.00;15.90
7.33;5.80;7.50;16.70
8.08;6.60;8.50;19.30
8.88;7.20;9.70;19.80
8.93;7.90;9.20;21.10
10.33;8.80;11.10;19.80
11.18;8.90;9.90;19.10
11.18;8.80;6.70;18.10
10.73;8.70;5.70;18.40
10.03;8.40;5.30;18.40
8.88;8.00;4.90;18.00
8.28;7.50;4.60;16.80
7.53;6.90;4.00;15.90
7.33;6.30;3.60;15.00
7.68;4.90;2.80;13.40
7.68;3.60;3.00;13.70
7.88;2.80;2.60;13.10
8.38;1.90;2.40;11.70
8.43;0.90;2.70;11.80
8.43;1.00;2.60;10.40
8.88;1.60;3.50;10.70
9.38;2.40;5.60;11.40
10.43;3.30;5.90;11.40
11.48;4.30;5.70;11.00
11.63;5.20;4.90;10.50
13.03;6.10;4.50;9.70
13.83;7.00;4.00;8.80
13.63;7.70;5.80;8.60
12.58;8.30;5.70;9.10
10.53;8.70;4.30;9.40
10.53;9.00;3.80;8.90
9.98;9.10;4.30;8.00
9.63;9.00;5.60;8.80
8.73;8.60;6.30;8.80
8.38;8.10;4.80;8.70
8.28;7.40;4.70;8.60
8.28;6.60;4.30;8.30
8.23;5.90;3.80;8.20
8.13;5.00;2.80;8.10
8.18;4.10;2.80;7.90
7.93;3.70;3.00;7.70
7.48;3.40;2.90;7.50
7.33;2.80;3.10;7.40
7.03;2.30;3.10;7.50
7.03;2.90;3.50;7.30
6.83;3.50;4.20;7.50
6.98;4.00;5.40;8.10
7.93;4.30;6.90;8.70
9.88;4.80;8.50;9.40
10.53;5.40;9.00;10.10
9.93;5.80;10.20;10.80
10.23;5.90;11.00;11.50
11.38;5.90;11.80;12.10
11.18;5.90;12.40;12.70
8.48;5.90;12.80;13.00
7.53;6.00;12.50;13.30
7.43;6.00;12.40;13.20
7.83;5.80;12.90;12.70
8.28;5.70;12.60;12.40
7.58;5.40;11.90;11.60
6.98;5.10;10.90;10.80
6.48;4.80;9.60;9.80
6.38;3.90;10.00;8.50
5.93;3.00;9.90;8.20
5.48;2.40;10.10;7.90
5.33;1.60;10.40;7.00
4.93;0.90;9.90;6.60
4.78;1.00;9.40;6.50
5.48;1.60;9.60;7.10
6.03;2.40;9.80;8.10
6.78;3.40;10.10;8.70
7.78;4.50;11.50;9.00
7.03;5.70;11.50;9.80
6.93;6.70;12.80;10.20
6.83;7.70;14.30;12.60
8.43;8.60;14.90;13.10
7.93;9.30;15.20;13.90
7.23;9.80;16.40;15.70
6.68;10.10;13.30;17.20
7.03;10.20;13.60;18.50
7.13;10.20;12.50;18.40
6.73;9.80;12.00;16.60
6.33;9.20;11.30;17.20
5.88;8.30;11.10;16.70
5.48;7.40;10.80;15.70
5.13;6.50;10.70;15.30
4.48;7.30;10.70;15.10
4.33;8.00;10.40;14.50
4.43;8.70;10.40;12.30
4.48;9.30;9.70;11.30
4.28;10.00;9.20;10.20
4.13;10.10;8.50;10.00
4.08;10.70;8.70;9.20
4.23;11.50;10.00;8.60
4.93;12.50;11.20;8.40
5.38;13.60;13.60;8.20
5.98;14.80;13.80;8.30
6.53;16.00;13.60;8.60
6.93;17.10;15.20;8.80
7.33;18.00;16.40;9.40
7.38;18.80;16.50;10.70
7.38;19.40;17.90;11.90
7.58;19.80;18.00;11.70
6.78;20.10;18.70;12.00
6.13;20.10;16.50;11.40
6.03;19.90;14.10;11.50
5.23;19.40;13.10;10.20
4.73;18.70;12.50;9.90
4.33;17.90;11.80;9.40
4.03;17.10;10.90;9.30
3.13;15.20;9.70;8.50
2.93;13.40;9.50;8.10
2.53;11.70;7.90;8.20
2.28;9.90;8.00;8.30
2.23;8.10;8.00;7.20
2.03;8.20;7.60;6.70
2.33;8.60;7.50;6.70
2.43;9.30;8.70;7.30
1.73;10.60;9.80;7.60
2.28;12.00;11.20;8.90
2.38;13.20;12.60;10.90
2.53;14.00;14.00;11.50
2.93;14.70;15.60;12.20
4.38;15.50;15.00;13.20
7.43;15.90;16.50;15.10
7.58;15.40;15.70;15.60
7.58;14.80;15.90;16.00
6.03;14.50;15.60;16.80
4.78;14.20;14.40;17.60
4.88;13.70;14.10;18.20
4.53;13.10;13.90;18.00
4.53;12.60;12.70;15.60
4.33;12.00;11.10;14.50
3.93;11.50;10.00;14.70
3.78;10.30;8.70;14.30
3.58;9.20;8.10;12.30
3.08;8.30;7.10;12.20
2.78;7.30;6.60;11.40
2.68;6.40;6.70;10.10
2.63;6.90;6.30;9.60
2.68;7.40;7.80;11.00
3.13;7.80;9.10;9.90
3.88;8.20;11.00;10.50
5.18;9.00;12.40;10.50
5.83;8.60;14.30;11.40
5.88;8.70;15.30;12.40
6.58;9.00;16.20;12.20
7.68;9.10;18.40;13.00
8.43;10.00;20.10;11.80
8.28;11.10;20.80;12.40
8.28;12.10;21.50;12.80
7.98;12.70;19.90;11.40
7.93;13.10;17.70;11.00
7.63;13.40;14.40;10.90
6.98;13.20;13.20;10.60
6.28;12.90;12.60;10.30
5.48;12.40;10.90;10.40
4.83;11.80;9.70;10.20
4.43;10.80;8.90;10.00
3.83;9.80;8.50;9.60
3.28;9.00;8.50;9.20
2.98;8.10;8.10;8.90
2.38;7.20;7.50;8.80
2.18;7.30;7.40;8.50
3.33;7.70;7.00;8.50
4.43;8.20;6.90;7.80
5.83;8.90;6.50;7.90
6.78;9.70;6.60;8.00
7.63;10.50;6.80;8.00
8.28;11.30;7.00;8.10
8.78;12.00;7.40;9.30
9.33;12.60;7.50;9.20
9.83;13.10;8.50;9.20
9.83;13.40;8.90;9.30
9.78;13.60;9.50;7.80
9.83;13.60;9.60;7.10
9.63;13.50;10.00;7.10
9.13;13.00;9.60;7.00
8.58;12.80;10.00;6.80
8.13;12.20;9.80;6.20
7.68;11.70;9.40;5.60
7.03;11.10;9.30;5.00
6.93;9.40;8.30;4.90
6.63;7.70;7.00;4.60
6.58;6.30;7.30;4.50
6.53;4.80;5.70;4.40
6.13;3.40;6.00;4.50
5.78;3.70;6.30;4.40
6.08;4.30;6.80;4.30
6.63;5.30;7.40;4.30
7.33;6.60;8.10;4.30
7.33;7.90;8.40;4.60
7.48;9.30;9.00;5.80
8.18;10.70;10.80;6.50
9.23;11.90;11.10;7.70
10.08;12.00;11.50;7.30
9.28;12.10;10.10;7.90
10.23;12.20;10.10;8.10
9.58;12.20;9.80;7.90
9.68;12.10;9.80;7.70
9.53;11.70;10.70;7.10
9.48;11.10;9.30;7.00
9.08;10.50;8.00;6.90
8.18;9.70;8.30;7.40
7.18;8.90;5.80;6.10
6.33;8.10;5.90;5.60
6.03;6.50;5.60;5.90
5.38;4.90;5.30;4.60
4.63;4.10;5.20;4.70
4.83;3.20;5.00;4.30
4.73;2.30;4.90;4.20
5.13;2.70;4.60;4.10
5.28;3.30;4.90;4.10
4.98;4.30;6.20;4.60
5.03;5.50;6.00;5.20
6.13;6.90;5.00;5.00
7.43;8.30;5.00;5.20
8.53;9.70;6.40;6.50
9.93;11.00;5.90;7.90
10.63;12.10;7.60;8.20
11.28;13.00;7.70;8.50
11.68;13.70;8.10;8.90
11.53;14.20;7.80;9.60
11.63;14.40;8.20;9.60
11.33;14.40;6.30;9.60
10.58;14.00;6.20;9.00
9.78;13.40;6.40;8.60
8.88;12.50;5.40;7.60
7.98;11.40;5.00;6.90
7.23;10.40;3.70;5.80
7.53;8.60;3.00;5.10
6.93;6.80;2.90;4.50
6.48;5.70;2.50;4.10
6.48;4.60;2.90;4.50
6.43;3.50;2.80;4.70
6.58;3.80;3.10;4.40
6.98;4.50;3.50;4.80
7.38;5.40;4.60;5.50
8.03;6.50;4.70;6.40
9.13;7.80;5.90;6.80
9.68;9.00;6.60;7.40
10.48;10.30;5.50;8.90
11.08;11.40;5.40;9.20
11.73;12.40;6.20;9.50
11.88;13.20;7.50;9.20
12.33;13.80;4.90;9.10
12.38;14.20;6.20;9.00
12.18;14.40;7.90;8.90
11.28;14.40;9.90;8.90
10.68;14.00;7.50;8.50
10.53;13.40;6.20;8.00
9.83;12.60;5.80;7.70
8.83;11.70;6.30;7.40
7.83;10.70;6.60;7.10
7.58;9.10;6.40;6.70
7.23;7.60;6.20;6.40
6.68;6.90;6.50;6.50
6.73;6.00;6.60;6.30
5.78;5.20;6.50;6.00
5.28;5.50;6.90;5.90
6.33;6.10;6.80;6.60
6.83;7.00;6.80;6.70
7.53;8.10;6.60;7.40
8.73;9.30;8.50;8.20
9.23;10.60;10.80;9.00
9.83;11.80;10.70;9.70
9.43;13.10;9.80;11.00
9.23;14.10;9.40;11.70
9.33;15.00;9.50;12.80
9.33;15.70;10.20;12.70
9.33;16.10;11.80;14.30
9.23;16.30;11.60;13.90
8.43;16.30;12.10;14.50
7.53;15.90;12.40;13.60
6.58;15.30;13.00;12.90
6.48;14.40;11.70;11.60
6.18;13.50;8.80;11.00
6.08;12.50;8.90;9.40
6.68;11.40;8.00;9.20
6.48;10.20;7.40;8.80
6.53;9.80;7.10;8.40
6.58;9.40;7.30;7.90
6.73;8.90;7.40;7.70
6.83;9.20;6.60;7.90
7.08;9.60;6.50;7.90
7.03;10.30;6.50;8.30
7.48;11.30;6.50;8.60
8.08;12.50;6.50;9.00
8.63;13.60;5.30;9.00
9.43;14.60;5.80;9.20
10.13;15.50;5.70;9.50
10.38;16.20;6.20;9.50
10.63;16.90;4.80;10.40
10.38;17.30;6.30;9.70
10.43;17.60;5.40;10.10
10.23;17.70;4.60;10.20
9.73;17.70;4.40;10.00
9.33;17.50;4.50;9.40
8.73;17.00;5.10;9.00
8.08;16.40;5.00;8.80
7.08;15.60;4.80;8.50
6.08;14.80;4.80;8.30
5.18;12.80;4.40;8.20
4.58;10.90;3.90;8.00
4.08;9.40;3.20;7.80
3.38;7.60;3.20;7.70
2.73;6.40;3.20;7.80
2.48;6.50;3.80;7.60
3.78;6.50;4.30;7.50
5.08;6.90;5.10;7.40
6.48;7.30;5.20;7.70
7.98;8.00;5.50;8.10
8.88;8.60;5.70;8.40
9.73;9.30;5.90;8.50
9.73;10.20;7.20;8.80
10.68;11.00;8.30;8.80
11.08;11.70;8.80;8.80
11.33;11.90;8.60;8.50
11.53;11.80;8.10;8.70
11.68;11.80;8.50;8.60
11.68;11.60;8.50;8.40
11.33;11.30;8.40;7.90
10.93;11.00;9.10;8.00
10.48;10.60;8.10;8.10
9.23;10.30;7.30;8.20
8.18;9.80;6.70;8.00
7.53;8.70;6.30;7.80
6.98;7.60;6.80;7.30
6.48;6.80;7.40;7.00
5.88;5.90;7.70;6.90
5.18;5.00;7.40;6.90
4.73;5.20;7.20;6.60
5.48;5.50;8.00;6.90
6.88;5.70;8.50;7.50
8.03;6.30;9.20;8.00
9.73;6.90;9.80;8.80
10.83;7.50;10.90;9.90
11.68;8.10;11.00;10.10
12.93;8.60;11.70;11.00
13.58;9.10;11.10;11.40
13.93;9.40;11.00;12.40
14.13;9.50;11.10;11.70
14.38;9.80;11.20;12.50
14.43;9.40;11.60;12.70
14.78;9.70;12.00;12.30
14.28;9.50;11.70;11.60
13.68;9.20;11.20;10.80
13.58;8.80;11.00;10.30
12.13;8.40;10.60;9.20
10.48;8.00;9.40;8.20
9.38;6.50;9.20;7.80
8.58;4.90;9.60;7.70
7.98;3.60;9.00;7.60
7.48;2.20;8.60;7.50
6.68;0.80;8.40;7.30
6.28;1.30;8.50;7.30
6.78;2.00;7.80;7.90
8.08;3.10;7.10;8.00
9.63;4.30;7.00;8.60
10.73;5.70;6.30;9.30
11.68;7.20;5.80;9.50
12.73;8.60;5.80;9.80
13.88;9.90;5.80;10.30
15.28;11.00;6.10;10.60
16.28;11.90;6.10;10.90
17.13;12.60;5.80;10.80
17.53;13.10;5.50;10.40
17.33;13.20;5.40;10.40
14.75;13.20;5.10;9.70
14.17;12.80;4.90;9.10
13.60;12.10;5.00;8.40
13.03;11.10;5.00;7.90
12.45;10.00;4.50;7.30
11.88;8.90;4.40;7.20
11.31;7.60;4.50;7.00
10.73;6.20;4.40;6.90
10.16;5.80;4.00;6.80
9.59;5.40;3.30;6.70
9.01;4.90;3.10;6.40
8.44;5.30;3.60;6.60
7.87;5.90;3.10;7.20
7.29;6.80;2.90;7.80
6.72;7.80;4.40;8.00
6.15;9.00;4.60;9.20
10.88;10.10;5.40;9.90
11.83;11.20;5.80;11.10
12.38;12.10;5.80;11.90
13.18;11.80;5.20;12.20
13.63;11.60;5.80;13.10
13.58;11.20;5.90;13.80
13.73;10.90;6.30;14.60
13.23;10.60;6.20;15.60
12.43;10.30;5.90;16.00
11.83;10.00;5.40;16.70
10.93;9.50;4.50;17.00
9.78;8.80;4.90;15.00
8.73;8.50;4.30;13.10
7.78;8.00;4.40;12.20
7.58;7.40;4.40;11.90
6.98;6.80;4.50;11.10
6.53;6.50;4.40;10.40
6.78;6.20;4.40;10.20
6.58;5.90;4.30;9.30
6.63;6.20;4.30;7.70
7.53;6.70;4.20;8.10
8.03;7.20;4.70;9.70
9.08;7.70;5.30;12.80
9.68;7.90;5.70;12.70
10.18;8.50;7.10;12.70
10.83;8.50;7.60;13.00
11.28;8.40;7.10;14.00
12.83;9.10;9.10;13.80
13.43;10.10;9.20;14.60
13.58;10.80;9.00;14.50
13.63;11.50;9.70;14.50
13.13;11.90;9.00;14.60
11.98;11.70;8.70;13.60
11.18;11.50;8.10;11.10
9.73;11.20;7.70;11.30
8.48;10.60;7.50;10.40
7.43;10.30;7.20;10.00
6.43;9.90;7.10;10.00
6.08;9.20;7.00;9.90
5.68;8.20;7.00;9.60
5.53;8.10;6.90;9.40
6.33;7.50;6.80;9.30
5.68;6.90;7.00;9.00
5.48;6.60;7.10;8.90
6.73;7.50;7.20;8.80
7.18;7.90;7.80;9.40
7.68;8.30;8.00;9.60
8.23;8.90;8.60;10.00
9.18;9.40;8.50;10.10
10.13;9.80;8.80;10.10
10.83;10.20;9.70;9.80
11.58;10.40;8.60;10.20
11.93;10.60;7.80;9.90
11.68;10.80;7.60;8.00
11.88;11.00;7.20;9.40
11.63;11.00;6.50;8.80
11.33;10.90;6.90;9.30
10.63;10.80;6.30;10.10
9.83;10.50;6.50;9.50
8.83;10.00;5.80;8.70
7.73;9.80;5.70;8.50
6.53;9.40;5.40;8.20
5.83;8.10;5.50;7.70
5.03;7.10;5.30;7.50
4.58;6.20;5.20;7.50
4.33;5.30;5.30;6.70
3.83;4.30;5.30;7.20
3.68;3.80;5.30;7.40
4.43;4.50;5.90;7.40
4.98;5.20;6.30;7.30
5.93;5.70;6.50;7.60
7.03;6.10;7.40;7.00
7.98;6.60;7.60;7.30
8.68;6.80;8.50;8.40
10.13;7.10;10.80;7.90
11.13;7.30;11.10;8.20
12.03;7.60;10.80;8.70
12.63;7.90;12.60;8.90
13.43;8.00;11.60;9.60
13.88;8.00;11.10;9.50
13.38;8.00;10.40;9.40
13.33;7.90;10.00;9.30
12.88;7.60;9.90;9.00
12.33;7.10;9.50;7.70
10.88;6.70;9.00;8.00
9.48;6.60;8.70;6.40
9.58;6.30;8.70;5.60
8.63;5.00;8.70;4.70
7.88;4.10;8.50;4.60
7.68;3.10;8.30;4.00
7.33;2.10;8.10;3.90
7.38;2.60;7.50;3.20
8.83;3.30;7.90;3.70
10.48;4.20;7.90;4.20
12.43;5.30;7.80;6.20
13.68;6.50;8.20;7.40
14.48;7.80;8.70;7.30
15.33;9.00;9.20;8.60
15.88;10.20;10.30;8.80
16.18;11.20;10.40;9.90
16.43;12.00;10.10;10.60
16.48;12.60;10.00;11.60
16.68;13.00;9.40;12.20
16.58;13.20;9.40;12.70
16.03;13.10;9.50;12.90
15.38;12.80;9.50;12.90
14.38;12.20;9.00;12.40
13.28;11.30;8.20;11.70
12.18;10.40;8.10;10.70
11.53;9.40;8.20;9.00
11.68;8.50;7.70;7.90
11.33;6.40;7.40;7.30
10.93;5.20;7.40;6.90
10.38;3.90;7.40;6.40
9.98;2.60;7.50;6.60
9.78;2.90;7.50;6.60
9.48;3.30;7.90;7.00
9.83;4.20;8.20;7.20
10.93;5.20;8.60;7.70
12.03;6.50;8.30;8.00
13.28;7.60;8.10;7.80
14.33;8.40;9.20;8.10
15.18;9.10;9.80;8.40
16.08;9.60;10.00;8.40
16.98;10.20;10.00;9.20
17.33;10.80;10.00;9.70
17.93;11.30;11.40;10.20
18.33;11.40;9.20;9.70
18.28;11.40;9.10;9.60
17.78;11.20;8.80;9.20
17.28;10.80;8.80;8.70
16.58;10.10;8.50;8.40
15.13;9.40;8.10;8.40
13.68;8.60;7.90;7.30
13.48;7.80;7.90;6.70
12.48;5.60;7.90;6.50
11.98;4.20;7.60;5.90
11.73;2.70;6.60;5.20
11.23;1.20;6.30;5.00
11.03;1.70;7.00;4.90
12.48;2.30;7.70;5.60
15.13;3.20;8.40;5.90
17.43;4.20;8.80;7.80
18.23;5.40;9.60;8.10
